"org_id","firm","firm_type","segment","bucket","tier","city","state","website","aum_or_fund_size","check_size","ebitda_range","vertical_fit","internal_corpdev","buyside_signal","signal_date","contact_count","contact_ids","confidence","source_url","notes","account_type","sponsor_parent","verticals_active","states_active","platform_count","texas_exposure","trigger_type","trigger_date","verification","last_checked"
"ORG-075","Pueblo Mechanical & Controls (OMERS)","PE-backed platform","OPERATOR_ACQUIRER","ECOSYSTEM_DO_NOT_PITCH","C","Phoenix","AZ","","","","","DIRECT — commercial HVAC; Texas add-ons Climate Solutions (Austin), Evolution Mechanical (Dallas-area), Infinity Contractors (Fort Worth)","OMERS-backed, institutional origination","Three Texas add-ons","2025","1","OPR-011","High","https://www.omers.com/","Feeds the DFW consolidator register directly.","","","","","","","","","",""
"ORG-076","Redwood Services (Altas Partners)","PE-backed platform / institutional sponsor","ECOSYSTEM","ECOSYSTEM_DO_NOT_PITCH","C","","","","","","","Home services","YES — dedicated origination/BD","Active institutional acquirer","2026","1","ECO-010","High","","~$1.1B, ~17x on ~$65M EBITDA Q2 2025. Fully resourced.","","","","","","","","","",""
"ORG-077","SkyKnight Capital","PE-backed platform / institutional sponsor","ECOSYSTEM","ECOSYSTEM_DO_NOT_PITCH","C","San Francisco","CA","skyknightcapital.com","","","","Commercial MEP","YES — dedicated origination/BD","Active institutional acquirer","2026","1","ECO-007","High","https://www.achrnews.com/articles/152616-skyknight-capital-launches-firstcall-mechanical-group-with-three-acquisitions","Sponsor behind FirstCall (OPR-005). Approach only as the gate to FirstCall, not as a client.
[2026-08-18 client-register-v1 / P1-052] Launched FirstCall Mechanical Group (Austin, TX).","P1_PE","","commercial_hvac|commercial_mep|commercial_electrical","TX","1","yes","T3","2023-02-01","VERIFIED","2026-08-17"
"ORG-078","Sole Source Capital","PE-backed platform / institutional sponsor","ECOSYSTEM","ECOSYSTEM_DO_NOT_PITCH","C","","","","","","","Industrials","YES — dedicated origination/BD","Active institutional acquirer","2026","1","ECO-004","High","","Internal M&A head. Ecosystem only.","","","","","","","","","",""
"ORG-079","Star Mountain Capital","Direct credit + structured equity, SBIC heritage","CAPITAL_DEBT","REFERRAL","C","New York","NY","starmountaincapital.com","","","LMM, >=$15M revenue","LOW — no trade-specific statement","Yes","","","2","CAP-013; CAP-014","Medium","https://starmountaincapital.com/team/brett-hickey/","","","","","","","","","","",""
"ORG-080","TPG Twin Brook Capital Partners","Senior debt, sponsor-led","CAPITAL_DEBT","REFERRAL","C","Chicago","IL","twincp.com","","","$3-50M, emphasis <=$25M","LOW/MEDIUM — broad mandate, no trade-specific statement","Yes","","","1","CAP-012","Medium","https://twincp.com/team","Included for completeness. Low conviction.","","","","","","","","","",""
"ORG-081","Trinity Hunt Partners","PE-backed platform / institutional sponsor","ECOSYSTEM","ECOSYSTEM_DO_NOT_PITCH","C","Dallas","TX","trinityhunt.com","","","","Services","YES — dedicated origination/BD","Active institutional acquirer","2026","1","ECO-003","High","https://www.businesswire.com/news/home/20260204186977/en/","Dedicated origination function plus direct-sourcing associates. Do not pitch.
[2026-08-18 client-register-v1 / P1-058] Backs Averon Group (national HVAC distribution).","P1_PE","","residential_hvac|commercial_hvac|energy_services","TX","1","yes","T2","2026-02-04","VERIFIED","2026-08-17"
"ORG-082","AE Industrial Partners","","CAPITAL_EQUITY","CLIENT","B","Boca Raton","FL","aeroequity.com","","","","","","T3","2026-01-20","0","","","https://www.businesswire.com/news/home/20260120089736/en/","[2026-08-18 client-register-v1 / P1-001] United Building Solutions (DFW Mechanical, Wylie TX, Jan 2026); Altus Fire and Life Safety.","P1_PE","","fire_life_safety|commercial_hvac|commercial_mep","GA|TX","2","yes","T3","2026-01-20","VERIFIED","2026-08-17"
"ORG-083","Align Capital Partners","","CAPITAL_EQUITY","CLIENT","B","Cleveland","OH","aligncp.com","$770M Fund IV final close 2026-06-15; ~$1.1B+ incl. Collaborate Fund II","","","","","T2","2026-06-15","0","","","https://aligncp.com/","[2026-08-18 client-register-v1 / P1-003] Dallas office. 40 platforms / 145 add-ons since 2016. Open BD VP role = T5 signal alongside T2.","P1_PE","","facilities_services|industrial_services","TX","0","yes","T2","2026-06-15","VERIFIED","2026-08-17"
"ORG-084","Alpine Investors","","CAPITAL_EQUITY","CLIENT","C","San Francisco","CA","alpine-investors.com","$18.8B AUM (Alpine, 2026-02-11)","","","","","T3","2025","0","","","https://ctacquisitions.com/guides/private-equity-hvac-2026/","[2026-08-18 client-register-v1 / P1-004] Most active HVAC sponsor. Backs Apex, Vertex, Astra/Orion. Offices SF/NY/Austin.","P1_PE","","residential_hvac|residential_plumbing|residential_electrical|roofing|commercial_hvac","","4","unknown","T3","2025","VERIFIED","2026-08-17"
"ORG-085","Bernhard Capital Partners","","CAPITAL_EQUITY","CLIENT","B","Baton Rouge","LA","bernhardcapital.com","~$6B AUM (BCP, 2026)","","","","","T3","2026-08-12","0","","","https://www.bernhardcapital.com/bcp-backed-united-utility-services-completes-acquisition-of-bhi-power-delivery/","[2026-08-18 client-register-v1 / P1-013] TechServ (Tyler, TX) platform Jun 2025, 850+ employees, 21 states. Formed United Utility (sold to Sandbrook); Optimum Energy Co.","P1_PE","","energy_services|utility_services","TX","2","yes","T3","2026-08-12","VERIFIED","2026-08-17"
"ORG-086","Goldman Sachs Alternatives","","CAPITAL_EQUITY","CLIENT","C","New York","NY","goldmansachs.com","","","","","","T3","2024-11-10","0","","","https://ctacquisitions.com/guides/private-equity-hvac-2026/","[2026-08-18 client-register-v1 / P1-022] Nov 2024 majority recap of Sila from Morgan Stanley Capital Partners; reported ~$1.7B / ~17x.","P1_PE","","residential_hvac|residential_plumbing|residential_electrical","","1","unknown","T3","2024-11-10","VERIFIED","2026-08-17"
"ORG-087","Greenbelt Capital Partners","","CAPITAL_EQUITY","CLIENT","B","Austin","TX","greenbeltcap.com","","","","","","T3","2026-03-11","0","","","https://www.orix.com/deals/greenbelt-capital-partners-agrees-to-acquire-peak-utility-services-group-from-orix-capital-partners/","[2026-08-18 client-register-v1 / P1-023] Definitive agreement to acquire Peak Utility Services from ORIX.","P1_PE","","utility_services|energy_services","CO","1","yes","T3","2026-03-11","VERIFIED","2026-08-17"
"ORG-088","Highview Capital","","CAPITAL_EQUITY","CLIENT","B","Los Angeles","CA","highviewcapital.com","","","","","","T3","2025-08-01","0","","","https://highviewcapital.com/portfolio/national-fire-safety/","[2026-08-18 client-register-v1 / P1-029] National Fire & Safety (7 Western states).","P1_PE","","fire_life_safety","","1","unknown","T3","2025-08-01","VERIFIED","2026-08-17"
"ORG-089","Huron Capital","","CAPITAL_EQUITY","CLIENT","C","Detroit","MI","huroncapital.com","","","","","","T3","2024-07-23","0","","","https://www.huroncapital.com/news/huron-capital-launches-rampart-exterior-servicestm-to-provide-commercial-roofing-and-exterior-services/","[2026-08-18 client-register-v1 / P1-030] ExecFactor buy-and-build. Exigent, Rampart Exterior, RK Electric/Criticore.","P1_PE","","commercial_hvac|commercial_mep|building_automation|commercial_electrical|roofing","","3","unknown","T3","2024-07-23","VERIFIED","2026-08-17"
"ORG-090","IMB Partners","","CAPITAL_EQUITY","CLIENT","B","Bethesda","MD","imbpartners.com","","","","","","T3","2026-07-01","0","","","https://www.businesswire.com/news/home/20220315005268/en/","[2026-08-18 client-register-v1 / P1-031] Utility/govt services. Carr & Duff (2022); Strategic Land Services (2026); Farwest Corrosion.","P1_PE","","utility_services|commercial_electrical","PA","2","unknown","T3","2026-07-01","VERIFIED","2026-08-17"
"ORG-091","L Squared Capital Partners","","CAPITAL_EQUITY","CLIENT","B","Newport Beach","CA","lsquaredcap.com","$2B+ AUM (L Squared, 2026)","","","","","T3","2026-02-24","0","","","https://www.businesswire.com/news/home/20260224862543/en/","[2026-08-18 client-register-v1 / P1-036] Functional Devices (building automation controls). Actively pursuing add-ons.","P1_PE","","building_automation","IN","1","unknown","T3","2026-02-24","VERIFIED","2026-08-17"
"ORG-092","MFG Partners","","CAPITAL_EQUITY","CLIENT","B","New York","NY","mfgpartners.com","","","","","","T3","2025-11-18","0","","","https://www.businesswire.com/news/home/20251118389583/en/","[2026-08-18 client-register-v1 / P1-039] Regency Electric (Denver); CST Utilities (OH). Fund vs fundless status not disclosed.","P1_PE","","commercial_electrical|utility_services","CO|OH","2","unknown","T3","2025-11-18","VERIFIED","2026-08-17"
"ORG-093","ORIX Capital Partners","","CAPITAL_EQUITY","CLIENT","B","New York","NY","orix.com","","","","","","T3","2025-04-11","0","","","https://www.orix.com/deals/greenbelt-capital-partners-agrees-to-acquire-peak-utility-services-group-from-orix-capital-partners/","[2026-08-18 client-register-v1 / P1-044] Peak Utility incl. 5 Star Electric (DFW, ~$108.7M per SEC 8-K) and Superior Pipeline (Fort Worth). Selling Peak to Greenbelt.","P1_PE","","utility_services|energy_services","TX","0","yes","T3","2025-04-11","VERIFIED","2026-08-17"
"ORG-094","Platte River Equity","","CAPITAL_EQUITY","CLIENT","B","Denver","CO","platteriverequity.com","","","","","","T3","2026-01-14","0","","","https://platteriverequity.com/platte-river-equity-announces-the-acquisition-of-building-controls-solutions/","[2026-08-18 client-register-v1 / P1-048] Building Controls & Solutions (Dallas); Team UIS (Jan 2026).","P1_PE","","building_automation|commercial_electrical|utility_services","TX|NC","2","yes","T3","2026-01-14","VERIFIED","2026-08-17"
"ORG-095","Sandbrook Capital","","CAPITAL_EQUITY","CLIENT","B","Stamford","CT","sandbrook.com","","","","","","T3","2025-12-01","0","","","https://www.sandbrook.com/news/sandbrook-announces-acquisition-of-united-utility-services","[2026-08-18 client-register-v1 / P1-050] Acquired United Utility (grid infra) from Bernhard, with Blackstone Credit.","P1_PE","","utility_services|energy_services","","1","unknown","T3","2025-12-01","VERIFIED","2026-08-17"
"ORG-096","The Sterling Group","","CAPITAL_EQUITY","CLIENT","C","Houston","TX","sterling-group.com","","","","","","T3","2024-11-01","0","","","https://sterling-group.com/","[2026-08-18 client-register-v1 / P1-057] L&S Mechanical (Richardson, TX), residential tri-trade MEP new construction, held in Fund IV. QECC add-on Nov 2024.","P1_PE","","commercial_mep|residential_plumbing|residential_electrical","TX","1","yes","T3","2024-11-01","VERIFIED","2026-08-17"
"ORG-097","Voyager Interests","","CAPITAL_EQUITY","CLIENT","B","Houston","TX","voyagerinterests.com","","","","","","T3","2025-03-17","0","","","https://voyagerinterests.com/","[2026-08-18 client-register-v1 / P1-060] Tejas Completion Services (Midland, TX), specialty pumping. Majority investment Mar 2025.","P1_PE","","energy_services","TX","1","yes","T3","2025-03-17","VERIFIED","2026-08-17"
"ORG-098","Hoban Family Office","","FAMILY_OFFICE","CLIENT","C","","","hobanfamilyoffice.com","","","","","","NONE","","0","","","https://hobanfamilyoffice.com/direct-investments/","[2026-08-18 client-register-v1 / P2-014] SFO with direct-investment mandate: RE, operating businesses, PE/angel.","P2_FAMILY_OFFICE","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-099","Pritzker Private Capital","","FAMILY_OFFICE","CLIENT","A","Chicago","IL","ppcpartners.com","$3.4B (PPC IV final close 2025-08-19)","","","","","T2","2025-08-19","0","","","https://www.ppcpartners.com/","[2026-08-18 client-register-v1 / P2-027] 31 platforms, 110+ add-ons, >$10B deployed. HeartLand (commercial landscaping).","P2_FAMILY_OFFICE","","landscaping|facilities_services|industrial_services","","31","unknown","T2","2025-08-19","VERIFIED","2026-08-17"
"ORG-100","Sunny River Management (SRM Equity Partners)","","FAMILY_OFFICE","CLIENT","C","Atlanta","GA","sunnyrivermanagement.com","","","","","","T3","2025","0","","","https://firesp.com/news/fire-safety-protection-acquires-livingston-fire-protection-inc/","[2026-08-18 client-register-v1 / P2-036] Private family investment firm. Built Fire Safety & Protection (FSP), 8+ acquisitions. Also Palmetto Air & Water Balance (Abilene/Fort Worth/Lubbock).","P2_FAMILY_OFFICE","","fire_life_safety|commercial_hvac","TX","2","yes","T3","2025","VERIFIED","2026-08-17"
"ORG-101","The Brydon Group","","FAMILY_OFFICE","CLIENT","C","Washington","DC","brydon.com","$570M+ total fund AUM (2025-12-31)","","","","","NONE","","0","","","https://www.brydon.com/portfolio","[2026-08-18 client-register-v1 / P2-038] Veteran-founded operator-led permanent capital. 46 acquisitions as of 2026-03-10. $1-5M EBITDA recurring revenue.","P2_FAMILY_OFFICE","","facilities_services","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-102","Astara Capital Partners","","IND_SPONSOR","CLIENT","C","New York","NY","astaracapital.com","Astara Capital Fund I","","","","","T3","2025","0","","","https://www.prnewswire.com/news-releases/astara-capital-partners-completes-investment-in-del-air-heating-and-air-conditioning-301670657.html","[2026-08-18 client-register-v1 / P3-004] AMBIGUOUS: Del-Air made from committed Fund I - arguably P1_PE not fundless. Flagged.","P3_INDEPENDENT_SPONSOR","Del-Air","residential_hvac|residential_plumbing|residential_electrical","FL","1","unknown","T3","2025","VERIFIED","2026-08-17"
"ORG-103","Confluence Point Holdings","","IND_SPONSOR","CLIENT","B","Greenwich","CT","confluencepoint.com","","","","","","T3","2025-06-03","0","","","https://www.prnewswire.com/news-releases/confluence-point-acquires-perrys-roofing-launches-eastern-exterior-partners-302470946.html","[2026-08-18 client-register-v1 / P3-012] Perry's Roofing acquisition launched Eastern Exterior Partners Jun 2025. Targets $1-7M EBITDA.","P3_INDEPENDENT_SPONSOR","Eastern Exterior Partners","roofing","NY|CT|NJ","1","unknown","T3","2025-06-03","VERIFIED","2026-08-17"
"ORG-104","Green Heron Partners","","IND_SPONSOR","CLIENT","B","Houston","TX","greenheronpartners.com","","","","","","T3","2026-02-23","0","","","https://www.prnewswire.com/news-releases/green-heron-partners-announces-strategic-investment-in-regency-plumbing-contractors-302694264.html","[2026-08-18 client-register-v1 / P3-019] Confirmed fundless (Aviara placement agent). Regency Plumbing (Houston) Feb 2026.","P3_INDEPENDENT_SPONSOR","","commercial_plumbing|facilities_services","TX","1","yes","T3","2026-02-23","VERIFIED","2026-08-17"
"ORG-105","IX Capital Partners","","IND_SPONSOR","CLIENT","B","Overland Park","KS","ix-partners.com","","","","","","T3","2025-05-15","0","","","https://www.businesswire.com/news/home/20250515946305/en/","[2026-08-18 client-register-v1 / P3-022] PitchBook-labeled fundless sponsor. Teague Electric (KC) May 2025 with Align Collaborate equity.","P3_INDEPENDENT_SPONSOR","Teague Electric","commercial_electrical|utility_services","KS","1","unknown","T3","2025-05-15","VERIFIED","2026-08-17"
"ORG-106","Watchtower Capital Partners","","IND_SPONSOR","CLIENT","C","Charlotte","NC","watchtowercp.com","","","","","","T3","2025","0","","","https://www.prnewswire.com/news-releases/watchtower-capital-partners-completes-first-platform-investment-in-ally-services-301861252.html","[2026-08-18 client-register-v1 / P3-040] Backs Ally Services (Mid-Atlantic). 2025 add-ons: J Hood, Tri-County Aire, Above & Beyond. Founding platform Jun 2023 with Aldine Capital.","P3_INDEPENDENT_SPONSOR","Ally Services","residential_hvac|residential_plumbing","VA|MD|DE","1","unknown","T3","2025","VERIFIED","2026-08-17"
"ORG-107","Averon Group","","OPERATOR_ACQUIRER","CLIENT","A","Dallas","TX","","","","","","","T3","2026-02-04","0","","","https://www.businesswire.com/news/home/20260204186977/en/","[2026-08-18 client-register-v1 / P4-008] National HVAC distribution. Blackhawk Supply (Jun 2025) + Fenco Supply (Feb 2026). Domain not verified.","P4_PLATFORM","Trinity Hunt Partners","energy_services|commercial_hvac","TX","","yes","T3","2026-02-04","VERIFIED","2026-08-17"
"ORG-108","Comfort Systems USA","","OPERATOR_ACQUIRER","CLIENT","A","Houston","TX","comfortsystemsusa.com","NYSE: FIX","","","","","T3","2025-10-01","0","","","https://ctacquisitions.com/guides/private-equity-hvac-2026/","[2026-08-18 client-register-v1 / P4-013] PUBLIC STRATEGIC, not sponsor-backed. Continuous roll-up. J&S Mechanical (UT); Feyen Zylstra + Meisner Electric (Oct 2025). Large in-house corp dev.","P4_PLATFORM","(public company)","commercial_hvac|commercial_mep|commercial_electrical","TX|UT","","yes","T3","2025-10-01","VERIFIED","2026-08-17"
"ORG-109","Eastern Exterior Partners","","OPERATOR_ACQUIRER","CLIENT","B","Greenwich","CT","","","","","","","T3","2025-06-03","0","","","https://www.prnewswire.com/news-releases/confluence-point-acquires-perrys-roofing-launches-eastern-exterior-partners-302470946.html","[2026-08-18 client-register-v1 / P4-016] Residential roofing platform launched on Perry's Roofing Jun 2025. Domain not verified.","P4_PLATFORM","Confluence Point Holdings","roofing","NY|CT|NJ","","unknown","T3","2025-06-03","VERIFIED","2026-08-17"
"ORG-110","Exigent Group","","OPERATOR_ACQUIRER","CLIENT","C","Reston","VA","exigentgroup.com","","","","","","T3","2024-07-23","0","","","https://www.businesswire.com/news/home/20240723945976/en/","[2026-08-18 client-register-v1 / P4-019] Mission-critical mechanical. 7+ acquisitions; Smith-Boughan + EASI Jul 2024.","P4_PLATFORM","Huron Capital","commercial_hvac|commercial_mep|building_automation|commercial_plumbing","OH|MD","","unknown","T3","2024-07-23","VERIFIED","2026-08-17"
"ORG-111","Fire Safety and Protection (FSP)","","OPERATOR_ACQUIRER","CLIENT","C","","","firesp.com","","","","","","T3","2025","0","","","https://firesp.com/news/fire-safety-protection-acquires-livingston-fire-protection-inc/","[2026-08-18 client-register-v1 / P4-020] US/Canada. 8+ acquisitions. Family-office-backed platform - unusual and worth a call.","P4_PLATFORM","Sunny River Management","fire_life_safety","","","unknown","T3","2025","VERIFIED","2026-08-17"
"ORG-112","Foundral","","OPERATOR_ACQUIRER","CLIENT","A","Cleveland","OH","","","","","","","T3","2025-12-04","0","","","https://mcnallycapital.com/our-companies","[2026-08-18 client-register-v1 / P4-023] Union-backed mechanical contracting platform built on Smith & Oby. A. Hattersley & Sons add-on. Family-office-backed. Domain not verified.","P4_PLATFORM","McNally Capital","commercial_hvac|commercial_mep|commercial_plumbing","OH","","unknown","T3","2025-12-04","VERIFIED","2026-08-17"
"ORG-113","Optimum Energy Co.","","OPERATOR_ACQUIRER","CLIENT","A","","","optimumenergyco.com","","","","","","T3","2026-08-12","0","","","https://www.businesswire.com/news/home/20260812343122/en/","[2026-08-18 client-register-v1 / P4-037] Energy-as-a-Service; central plant optimization. Hussung Mechanical Contractors Aug 2026. HQ not verified.","P4_PLATFORM","Bernhard Capital Partners","energy_services|commercial_mep","KY","","unknown","T3","2026-08-12","VERIFIED","2026-08-17"
"ORG-114","Panther Service Group","","OPERATOR_ACQUIRER","CLIENT","A","","","pantherservicegroup.com","","","","","","T2","2026","0","","","https://www.prnewswire.com/news-releases/pearl-street-capital-partners-launches-panther-service-group-a-new-plumbing-hvac-and-electrical-services-platform-focused-in-florida-302731949.html","[2026-08-18 client-register-v1 / P4-039] NEW FL platform founded 2026. No add-ons yet - high origination need. HQ not verified.","P4_PLATFORM","Pearl Street Capital Partners","residential_hvac|residential_plumbing|residential_electrical","FL","","unknown","T2","2026","VERIFIED","2026-08-17"
"ORG-115","Peak Utility Services Group","","OPERATOR_ACQUIRER","CLIENT","A","Broomfield","CO","","","","","","","T3","2026-03-11","0","","","https://www.orix.com/deals/greenbelt-capital-partners-agrees-to-acquire-peak-utility-services-group-from-orix-capital-partners/","[2026-08-18 client-register-v1 / P4-042] ~2,800 employees, 15 states. 5 Star Electric (DFW), Superior Pipeline (Fort Worth). Ownership transferring ORIX to Greenbelt. Domain not verified.","P4_PLATFORM","Greenbelt Capital Partners","utility_services|energy_services","TX","","yes","T3","2026-03-11","VERIFIED","2026-08-17"
"ORG-116","Rampart Exterior Services","","OPERATOR_ACQUIRER","CLIENT","C","","","","","","","","","T3","2025","0","","","https://www.huroncapital.com/news/huron-capital-launches-rampart-exterior-servicestm-to-provide-commercial-roofing-and-exterior-services/","[2026-08-18 client-register-v1 / P4-046] Commercial roofing/exterior. Port Enterprises (TX) partnership. HQ and domain not verified.","P4_PLATFORM","Huron Capital","roofing|facilities_services","TX","","yes","T3","2025","VERIFIED","2026-08-17"
"ORG-117","Regency Electric","","OPERATOR_ACQUIRER","CLIENT","A","Englewood","CO","","","","","","","T3","2025-11-18","0","","","https://www.businesswire.com/news/home/20251118389583/en/","[2026-08-18 client-register-v1 / P4-049] Denver commercial electrical founded 1986. Seifried family retained equity. Domain not verified.","P4_PLATFORM","MFG Partners","commercial_electrical","CO","","unknown","T3","2025-11-18","VERIFIED","2026-08-17"
"ORG-118","Southern Home Services","","OPERATOR_ACQUIRER","CLIENT","A","","","southernhomeservices.com","","","","","","T3","2025-10-20","0","","","https://southernhomeservices.com/","[2026-08-18 client-register-v1 / P4-055] Nick's Plumbing & Air Conditioning (Houston) Oct 2025, 4th TX location. Sponsor undisclosed. HQ not verified.","P4_PLATFORM","","residential_plumbing|residential_hvac","TX","","yes","T3","2025-10-20","VERIFIED","2026-08-17"
"ORG-119","Teague Electric","","OPERATOR_ACQUIRER","CLIENT","B","Lenexa","KS","teague.com","","","","","","T3","2025-05-15","0","","","https://www.businesswire.com/news/home/20250515946305/en/","[2026-08-18 client-register-v1 / P4-057] KC electrical contractor founded 1978, roll-up platform. Align Collaborate equity.","P4_PLATFORM","IX Capital Partners","commercial_electrical|utility_services","KS","","unknown","T3","2025-05-15","VERIFIED","2026-08-17"
"ORG-120","TechServ","","OPERATOR_ACQUIRER","CLIENT","B","Tyler","TX","","","","","","","T3","2025-06-02","0","","","https://www.bernhardcapital.com/","[2026-08-18 client-register-v1 / P4-058] Utility engineering platform, 850+ employees, 21 states. Platform acquired Jun 2025, NO disclosed add-ons since - visible pipeline gap. Domain not verified.","P4_PLATFORM","Bernhard Capital Partners","energy_services|utility_services","TX","","yes","T3","2025-06-02","VERIFIED","2026-08-17"
"ORG-121","Tecta America","","OPERATOR_ACQUIRER","CLIENT","A","Rosemont","IL","tectaamerica.com","","","","","","T3","2025-12-08","0","","","https://ctacquisitions.com/roofing-pe-rollup-tracker-2026/","[2026-08-18 client-register-v1 / P4-059] Largest PE-backed commercial roofing platform, 100+ locations. Texas Roofing (Round Rock) Dec 2025, 6th add-on of 2025.","P4_PLATFORM","Altas Partners","roofing","NV|OK|TX","","yes","T3","2025-12-08","VERIFIED","2026-08-17"
"ORG-122","The SEER Group","","OPERATOR_ACQUIRER","CLIENT","B","","","","","","","","","T3","2025-04-29","0","","","https://www.businesswire.com/","[2026-08-18 client-register-v1 / P4-063] Swan Electric Plumbing Heating & Air (Sunnyvale TX / greater DFW) Apr 2025 - 42nd brand, Texas entry. Sponsor undisclosed. HQ and domain not verified.","P4_PLATFORM","","residential_hvac|residential_plumbing|residential_electrical","TX","","yes","T3","2025-04-29","VERIFIED","2026-08-17"
"ORG-123","United Building Solutions","","OPERATOR_ACQUIRER","CLIENT","A","Conshohocken","PA","","","","","","","T3","2026-01-20","0","","","https://www.businesswire.com/news/home/20260120089736/en/","[2026-08-18 client-register-v1 / P4-064] DFW Mechanical Group (Wylie, TX) Jan 2026 - 2nd add-on since Feb 2025. DFW President: Brett Thomas. Domain not verified.","P4_PLATFORM","AE Industrial Partners","commercial_hvac|commercial_mep","TX","","yes","T3","2026-01-20","VERIFIED","2026-08-17"
"ORG-124","United Utility Services","","OPERATOR_ACQUIRER","CLIENT","A","","","unitedutility.com","","","","","","T3","2025-12-01","0","","","https://www.sandbrook.com/news/sandbrook-announces-acquisition-of-united-utility-services","[2026-08-18 client-register-v1 / P4-065] Electric grid infra services (T&D/substation). Formed 2018 by Bernhard; sold to Sandbrook Dec 2025. HQ not verified.","P4_PLATFORM","Sandbrook Capital","utility_services|energy_services","","","unknown","T3","2025-12-01","VERIFIED","2026-08-17"
"ORG-125","Anacapa Partners","","","CLIENT","C","San Mateo","CA","anacapapartners.com","Fund III $79M (2015)","","","","","NONE","","0","","","https://anacapapartners.com/","[2026-08-18 client-register-v1 / P5-001] 175+ search partnerships, 60+ operating-company investments. Predictable/recurring revenue. Also acts as IS on select deals.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-126","Broadtree Partners","","","CLIENT","C","Charlotte","NC","broadtreepartners.com","$240M multi-asset continuation fund (2025)","","","","","T2","2025","0","","","https://broadtreepartners.com/about/","[2026-08-18 client-register-v1 / P5-002] Operator-centric LMM $1-10M EBITDA; business/government/healthcare/tech services. Second office Charleston SC.","P5_SEARCH_FUND_INVESTOR","","facilities_services","","","unknown","T2","2025","VERIFIED","2026-08-17"
"ORG-127","Endurance Search Partners","","","CLIENT","C","West Palm Beach","FL","endurancesearchpartners.com","","","","","","NONE","","0","","","https://www.endurancesearchpartners.com/","[2026-08-18 client-register-v1 / P5-004] Modern family office; 350+ partnerships, 226 investments. States preference for profitable service companies with recurring revenue.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-128","ETA Equity","","","CLIENT","C","Dallas","TX","etaequity.com","","","","","","NONE","","0","","","https://etaequity.com/","[2026-08-18 client-register-v1 / P5-005] Industry-agnostic search-fund/dual-strategy investor. Dallas-based.","P5_SEARCH_FUND_INVESTOR","","other","","","yes","NONE","","VERIFIED","2026-08-17"
"ORG-129","Footbridge Partners","","","CLIENT","C","New York","NY","footbridgepartners.com","","","","","","NONE","","0","","","https://www.footbridgepartners.com/","[2026-08-18 client-register-v1 / P5-006] Founded 2012; stable recurring-revenue businesses in overlooked niches. Second office SF Bay Area.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-130","Futaleufu Partners","","","CLIENT","C","Jackson","WY","futaleufu-partners.com","","","","","","NONE","","0","","","https://futaleufu-partners.com/","[2026-08-18 client-register-v1 / P5-007] Long-hold ETA; industry-agnostic, pattern-recognition over industry thesis.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-131","Miramar Equity Partners","","","CLIENT","C","Dallas","TX","miramarequity.com","Family office; AUM not stated","","","","","NONE","","0","","","https://miramarequity.com/","[2026-08-18 client-register-v1 / P5-008] Family-office capital funding searchers (Miramar Search Partners); checks up to $25M for stretch deals.","P5_SEARCH_FUND_INVESTOR","","other","","","yes","NONE","","VERIFIED","2026-08-17"
"ORG-132","Nashton Partners (The Nashton Company)","","","CLIENT","C","","","nashton.com","","","","","","NONE","","0","","","https://www.nashton.com/","[2026-08-18 client-register-v1 / P5-009] Holding company; recurring-revenue services in niche markets (pest/vector control, lake management). HQ city not verified.","P5_SEARCH_FUND_INVESTOR","","facilities_services","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-133","Next Coast ETA","","","CLIENT","C","Austin","TX","nceta.com","Next Coast ETA Entrepreneurs Fund I (SEC-filed)","","","","","NONE","","0","","","http://nceta.com/","[2026-08-18 client-register-v1 / P5-010] Search division of Next Coast Ventures; lower/middle market.","P5_SEARCH_FUND_INVESTOR","","other","","","yes","NONE","","VERIFIED","2026-08-17"
"ORG-134","Pacific Lake Partners","","","CLIENT","C","Boston","MA","pacificlake.com","CONFLICT: $2.30B client assets (2025-12-31 brochure) vs $2,179,904,230 Form ADV (2026-05-08)","","","","","NONE","","0","","","https://www.pacificlake.com/","[2026-08-18 client-register-v1 / P5-011] Leading search-fund investor since Jul 2009, 202+ investments. Industry-agnostic, backs service companies ~$10-30M revenue. Both AUM figures carried.","P5_SEARCH_FUND_INVESTOR","","other","","","unknown","NONE","","VERIFIED","2026-08-17"
"ORG-135","Permanent Equity","","","CLIENT","C","Columbia","MO","permanentequity.com",">$300M; Fund 2 $248M (2019), ~30-yr funds","","","","","NONE","","0","","","https://www.permanentequity.com/","[2026-08-18 client-register-v1 / P5-012] ~30-year funds. Portfolio incl. niche construction, manufacturing and distribution.","P5_SEARCH_FUND_INVESTOR","","industrial_services","","","unknown","NONE","","VERIFIED","2026-08-17"
